,ID,SleeveLength,LowerClothingLength,Hat,WaistAccessories,Neckline,Cardigan,CoveringNavel,UpperF,LowerF,OuterF,UpperP,LowerP,OuterP,Gender
5316,00005108-02,0,0,0,0,0,1,1,1,1,7,0,0,7,1
5317,00005111-02,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5318,00005112-03,1,0,1,0,2,2,1,1,1,7,1,1,7,1
5319,00005113-03,2,0,0,0,2,2,1,1,1,7,1,1,7,1
5320,00005114-01,0,3,0,0,0,1,1,5,5,7,3,3,7,1
5321,00005119-02,0,0,0,0,6,2,2,5,5,7,1,3,7,1
5322,00005120-05,0,3,0,1,2,1,1,1,1,7,3,3,7,1
5323,00005129-01,3,2,0,0,6,2,2,1,1,7,5,5,7,1
5324,00005130-03,0,0,1,0,2,1,1,5,5,7,1,1,7,1
5325,00005134-02,0,3,1,0,6,1,1,5,5,7,1,1,7,1
5326,00005140-01,0,0,0,0,0,1,1,1,1,7,1,1,7,1
5327,00005143-01,1,0,0,0,4,2,2,1,1,7,3,3,7,1
5328,00005143-02,1,0,0,0,4,1,1,1,1,7,3,3,7,1
5329,00005145-02,1,0,0,0,6,2,2,5,5,7,0,0,7,1
5330,00005147-01,3,0,1,3,6,1,1,0,0,7,3,3,7,1
5331,00005155-01,3,0,0,0,2,1,1,1,1,7,6,6,7,1
5332,00005155-02,3,0,0,0,6,2,2,1,1,7,6,6,7,1
5333,00005166-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5334,00005173-02,0,0,0,0,2,1,1,1,1,7,6,3,7,1
5335,00005182-01,0,0,1,0,5,1,1,1,1,7,1,1,7,1
5336,00005186-02,0,0,0,0,6,2,2,5,5,7,0,0,7,1
5337,00005192-02,3,0,0,3,1,1,1,5,5,7,1,1,7,1
5338,00005196-01,0,2,0,3,6,2,2,5,5,7,3,3,7,1
5339,00005197-01,0,2,0,0,6,1,1,1,1,7,4,4,7,1
5340,00005197-02,0,2,1,0,6,2,2,1,1,7,4,4,7,1
5341,00005198-02,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5342,00005220-02,2,0,0,0,6,2,2,5,5,7,0,0,7,1
5343,00005221-02,0,2,0,0,6,1,1,1,1,7,3,3,7,1
5344,00005225-02,0,3,0,0,6,2,2,1,1,7,1,1,7,1
5345,00005225-03,0,3,0,0,6,2,2,1,1,7,1,1,7,1
5346,00005238-03,1,0,2,0,2,1,1,1,1,7,1,1,7,1
5347,00005238-04,1,0,0,0,6,2,2,1,1,7,1,1,7,1
5348,00005243-01,0,3,0,0,6,2,2,5,5,7,1,1,7,1
5349,00005250-04,0,0,0,0,6,2,2,5,5,7,3,3,7,1
5350,00005262-01,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5351,00005264-01,0,3,0,0,6,1,1,5,5,7,1,1,7,1
5352,00005265-02,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5353,00005276-01,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5354,00005277-02,0,0,0,0,5,1,1,2,2,7,3,3,7,1
5355,00005277-04,0,0,0,0,5,1,1,2,2,7,3,3,7,1
5356,00005279-02,3,0,0,0,6,1,1,1,1,7,1,1,7,1
5357,00005281-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5358,00005283-02,0,3,0,0,0,1,1,5,5,7,2,2,7,1
5359,00005285-02,0,0,0,3,6,1,1,5,5,7,1,1,7,1
5360,00005287-01,1,0,2,0,6,1,1,1,1,7,3,3,7,1
5361,00005287-02,1,0,0,0,6,2,2,1,1,7,3,3,7,1
5362,00005293-01,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5363,00005299-03,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5364,00005309-01,0,0,0,0,6,2,1,5,5,7,6,3,7,1
5365,00005324-01,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5366,00005324-02,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5367,00005324-03,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5368,00005350-03,1,0,0,0,4,1,1,5,5,7,1,1,7,1
5369,00005355-02,1,0,0,0,3,1,1,1,1,7,1,1,7,1
5370,00005360-01,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5371,00005372-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5372,00005379-02,0,0,0,0,6,1,1,1,1,7,1,1,7,1
5373,00005380-02,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5374,00005384-01,0,0,0,0,0,1,1,1,1,7,3,3,7,1
5375,00005390-01,0,2,0,0,4,1,1,1,1,7,4,4,7,1
5376,00005398-02,0,0,0,0,5,1,1,1,1,7,1,1,7,1
5377,00005399-07,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5378,00005404-02,0,2,0,0,2,1,1,5,5,7,1,1,7,1
5379,00005408-05,0,1,0,1,2,1,1,1,1,7,1,1,7,1
5380,00005408-06,0,1,0,1,2,1,1,5,5,7,1,1,7,1
5381,00005410-01,0,2,0,0,6,1,1,5,5,7,3,3,7,1
5382,00005410-02,0,2,0,0,2,1,1,5,5,7,3,3,7,1
5383,00005414-01,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5384,00005415-02,0,0,1,0,2,1,1,5,5,7,3,3,7,1
5385,00005415-03,0,0,1,0,2,1,1,5,5,7,3,3,7,1
5386,00005419-01,0,0,0,0,2,1,1,1,1,7,4,4,7,1
5387,00005425-01,1,0,0,0,2,1,1,1,1,7,2,2,7,1
5388,00005436-02,0,0,0,0,2,1,1,1,1,7,2,2,7,1
5389,00005442-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5390,00005443-02,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5391,00005448-04,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5392,00005448-05,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5393,00005448-06,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5394,00005448-07,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5395,00005448-09,3,0,0,0,6,2,1,1,1,7,1,1,7,1
5396,00005457-03,1,1,0,0,6,1,1,1,1,7,0,0,7,1
5397,00005457-04,1,1,0,0,6,1,1,1,1,7,0,0,7,1
5398,00005459-02,1,2,0,0,6,1,1,0,0,7,3,3,7,1
5399,00005462-02,0,0,0,0,6,2,1,1,1,7,1,1,7,1
5400,00005464-02,3,0,0,1,0,1,1,5,5,7,1,1,7,1
5401,00005467-01,0,3,0,0,2,1,1,1,1,7,1,1,7,1
5402,00005477-01,0,0,0,1,6,2,2,1,1,7,0,0,7,1
5403,00005477-02,0,0,0,1,2,1,1,1,1,7,0,0,7,1
5404,00005488-03,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5405,00005488-04,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5406,00005491-05,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5407,00005491-08,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5408,00005494-02,0,2,0,0,6,1,1,1,1,7,1,1,7,1
5409,00005503-01,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5410,00005503-02,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5411,00005509-04,1,0,0,0,6,1,1,1,1,7,1,1,7,1
5412,00005510-01,0,0,1,0,2,1,1,1,1,7,2,2,7,1
5413,00005511-02,0,0,0,0,0,1,1,1,1,7,1,1,7,1
5414,00005512-06,3,0,1,0,2,1,1,1,1,7,1,1,7,1
5415,00005512-07,3,0,1,0,2,1,1,1,1,7,1,1,7,1
5416,00005512-08,3,0,1,0,2,1,1,1,1,7,1,1,7,1
5417,00005512-09,3,0,1,0,2,1,1,1,1,7,1,1,7,1
5418,00005516-01,3,0,0,0,4,1,1,1,1,7,1,1,7,1
5419,00005524-01,3,0,1,1,3,1,1,5,5,7,0,0,7,1
5420,00005527-02,0,3,0,1,5,1,1,1,1,7,1,1,7,1
5421,00005531-02,0,0,0,0,6,1,1,1,1,7,1,1,7,1
5422,00005537-04,1,0,1,0,2,1,1,1,1,7,0,0,7,1
5423,00005537-05,1,0,1,0,2,1,1,1,1,7,0,0,7,1
5424,00005537-06,1,0,1,0,2,1,1,1,1,7,0,0,7,1
5425,00005539-02,0,0,0,0,5,1,1,5,5,7,0,0,7,1
5426,00005543-03,0,0,0,0,6,2,1,5,5,7,1,1,7,1
5427,00005543-04,0,0,0,0,5,1,1,5,5,7,1,1,7,1
5428,00005547-01,0,2,0,0,5,1,1,1,1,7,1,1,7,1
5429,00005549-01,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5430,00005564-05,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5431,00005564-08,0,0,0,0,6,2,1,1,1,7,3,3,7,1
5432,00005564-09,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5433,00005578-01,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5434,00005578-02,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5435,00005582-02,0,0,0,1,2,1,1,1,1,7,1,1,7,1
5436,00005584-02,0,0,0,0,5,1,1,5,5,7,0,0,7,1
5437,00005585-01,1,0,1,0,2,1,1,1,1,7,0,0,7,1
5438,00005592-02,0,3,0,0,6,1,1,1,1,7,2,2,7,1
5439,00005606-01,0,0,0,0,5,1,1,1,1,7,3,3,7,1
5440,00005634-01,0,0,0,0,0,1,1,1,1,7,1,3,7,1
5441,00005634-02,1,0,0,0,0,1,1,1,1,7,1,3,7,1
5442,00005644-02,0,0,0,0,0,1,1,1,1,7,3,3,7,1
5443,00005648-04,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5444,00005649-04,1,0,1,0,2,1,1,1,2,7,3,3,7,1
5445,00005649-05,1,0,0,0,2,1,1,1,2,7,3,3,7,1
5446,00005660-02,0,1,0,0,6,1,1,1,1,7,1,1,7,1
5447,00005661-01,0,2,0,0,2,1,1,1,1,7,3,3,7,1
5448,00005672-02,1,0,0,0,2,1,1,1,1,7,2,2,7,1
5449,00005676-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5450,00005677-01,0,3,0,0,5,1,1,1,1,7,0,0,7,1
5451,00005686-02,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5452,00005686-03,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5453,00005701-03,0,3,0,0,2,1,1,1,5,7,3,2,7,1
5454,00005701-04,0,3,0,0,6,2,1,1,5,7,3,2,7,1
5455,00005708-03,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5456,00005708-04,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5457,00005712-02,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5458,00005717-01,0,3,0,0,6,1,1,5,5,7,1,1,7,1
5459,00005718-01,0,3,0,0,2,1,1,5,5,7,3,3,7,1
5460,00005725-03,0,0,1,0,2,1,1,1,1,7,1,1,7,1
5461,00005725-04,0,0,1,0,2,2,1,1,1,7,1,1,7,1
5462,00005732-03,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5463,00005732-04,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5464,00005734-03,1,0,0,1,2,1,1,5,5,7,3,3,7,1
5465,00005734-04,1,0,0,1,2,1,1,5,5,7,3,3,7,1
5466,00005739-02,0,0,0,0,6,2,1,1,1,7,1,1,7,1
5467,00005740-02,1,0,0,1,0,1,1,5,5,7,3,3,7,1
5468,00005746-04,0,3,0,0,2,1,1,1,1,7,2,2,7,1
5469,00005746-05,0,3,0,0,6,1,1,1,1,7,2,2,7,1
5470,00005746-06,0,3,0,0,2,1,1,1,1,7,2,2,7,1
5471,00005748-01,1,1,0,0,6,2,2,1,1,7,3,3,7,1
5472,00005749-02,3,0,0,0,2,1,1,1,1,7,2,2,7,1
5473,00005754-03,0,0,0,0,4,1,1,5,5,7,1,1,7,1
5474,00005754-05,0,0,0,0,4,1,1,5,5,7,1,1,7,1
5475,00005764-01,0,0,0,0,6,2,1,5,5,7,3,3,7,1
5476,00005767-03,1,0,0,1,2,1,1,1,1,7,0,0,7,1
5477,00005768-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5478,00005768-03,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5479,00005768-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5480,00005768-05,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5481,00005768-06,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5482,00005768-07,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5483,00005768-08,0,0,0,0,2,0,1,1,1,4,3,3,3,1
5484,00005768-09,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5485,00005768-10,0,0,0,0,2,1,1,1,1,4,3,3,3,1
5486,00005768-11,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5487,00005768-12,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5488,00005768-13,0,0,0,0,2,0,1,1,1,7,3,3,7,1
5489,00005768-15,0,0,0,0,2,2,1,1,1,7,3,3,7,1
5490,00005768-16,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5491,00005768-17,0,0,0,0,2,1,1,1,1,4,3,3,3,1
5492,00005768-18,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5493,00005768-19,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5494,00005768-20,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5495,00005768-21,3,0,0,0,2,0,1,1,1,7,3,3,3,1
5496,00005768-22,0,0,0,0,6,2,1,1,1,7,3,3,7,1
5497,00005768-23,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5498,00005773-05,0,3,0,0,6,2,2,1,1,7,2,2,7,1
5499,00005773-06,0,3,0,0,6,1,1,1,1,7,2,2,7,1
5500,00005777-01,0,0,0,0,5,1,1,1,1,7,1,1,7,1
5501,00005779-03,2,0,0,0,2,1,1,1,1,7,1,1,7,1
5502,00005779-04,2,0,0,0,2,1,1,1,1,7,1,1,7,1
5503,00005781-01,0,0,0,0,3,1,1,1,1,7,1,1,7,1
5504,00005783-05,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5505,00005783-06,0,0,0,0,6,2,2,1,1,7,3,3,7,1
5506,00005787-01,0,0,0,0,6,2,2,4,4,7,1,1,7,1
5507,00005787-02,0,0,1,0,2,1,1,4,4,7,1,1,7,1
5508,00005788-09,1,0,0,0,6,2,2,1,1,7,3,3,7,1
5509,00005800-02,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5510,00005802-01,2,0,0,0,2,1,1,5,5,7,1,1,7,1
5511,00005803-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5512,00005809-01,0,0,2,0,5,1,1,1,1,7,1,1,7,1
5513,00005810-03,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5514,00005810-05,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5515,00005810-06,0,0,1,0,2,1,1,1,1,7,3,3,7,1
5516,00005810-07,0,0,1,0,2,1,1,1,1,7,3,3,7,1
5517,00005812-03,3,0,0,0,6,1,1,5,5,7,1,1,7,1
5518,00005813-01,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5519,00005821-01,0,3,0,0,3,1,1,1,1,7,5,5,7,1
5520,00005825-02,0,4,0,0,6,2,2,1,1,7,0,0,7,1
5521,00005830-05,0,3,0,0,6,2,2,1,1,7,2,2,7,1
5522,00005830-06,0,3,0,0,5,1,1,1,1,7,2,2,7,1
5523,00005830-07,0,3,0,0,5,1,1,1,1,7,2,2,7,1
5524,00005835-02,0,3,0,0,6,1,1,1,1,7,1,1,7,1
5525,00005835-03,0,3,0,0,6,1,1,1,1,7,1,1,7,1
5526,00005839-01,0,1,0,0,5,1,1,1,1,7,3,3,7,1
5527,00005845-02,3,3,0,0,0,1,1,5,5,7,3,3,7,1
5528,00005845-03,3,3,0,0,0,1,1,5,5,7,3,3,7,1
5529,00005846-04,0,1,0,0,6,1,1,5,5,7,3,3,7,1
5530,00005850-02,0,1,0,0,5,1,1,1,1,7,1,1,7,1
5531,00005850-03,0,1,0,0,5,1,1,1,1,7,1,1,7,1
5532,00005852-01,0,2,0,0,6,2,1,1,1,7,3,3,7,1
5533,00005857-01,0,0,0,3,5,1,1,1,1,7,1,1,7,1
5534,00005861-02,0,3,0,0,6,1,1,1,1,7,3,1,7,1
5535,00005868-02,0,0,0,0,5,1,1,1,1,7,2,2,7,1
5536,00005875-02,0,0,0,0,5,1,1,1,1,7,0,0,7,1
5537,00005875-03,0,0,0,0,5,1,1,1,1,7,0,0,7,1
5538,00005881-02,0,0,0,0,6,1,1,1,1,7,1,3,7,1
5539,00005884-10,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5540,00005884-11,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5541,00005884-12,0,3,0,0,6,1,1,1,1,7,3,3,7,1
5542,00005889-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5543,00005900-02,0,1,0,0,6,1,1,1,1,7,1,1,7,1
5544,00005905-02,1,0,0,0,6,1,1,1,1,7,3,3,7,1
5545,00005907-01,1,3,0,0,6,1,1,1,1,7,3,3,7,1
5546,00005923-02,2,0,0,0,2,1,1,1,1,7,1,3,7,1
5547,00005923-03,2,0,0,0,2,1,1,1,1,7,1,3,7,1
5548,00005927-01,0,3,0,0,2,1,1,5,5,7,1,1,7,1
5549,00005927-02,0,3,0,0,2,1,1,5,5,7,1,1,7,1
5550,00005933-02,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5551,00005934-05,0,0,0,1,2,1,1,1,1,7,0,0,7,1
5552,00005934-06,0,0,0,1,2,1,1,1,1,7,0,0,7,1
5553,00005936-03,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5554,00005937-01,1,0,0,0,6,1,1,1,1,7,1,1,7,1
5555,00005937-02,1,0,0,0,1,1,1,1,1,7,1,1,7,1
5556,00005938-02,0,3,0,0,6,1,1,1,1,7,0,0,7,1
5557,00005946-01,0,3,0,0,2,1,1,1,1,7,3,3,7,1
5558,00005948-02,0,0,0,0,1,1,1,1,1,7,3,3,7,1
5559,00005960-03,0,3,0,0,6,1,1,1,1,7,1,1,7,1
5560,00005964-01,3,0,0,0,0,1,1,5,5,7,1,1,7,1
5561,00005965-04,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5562,00005965-05,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5563,00005965-06,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5564,00005965-07,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5565,00005968-02,0,0,0,0,5,1,1,5,5,7,1,1,7,1
5566,00005977-01,0,0,0,0,6,2,1,1,1,7,3,3,7,1
5567,00005978-02,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5568,00005981-03,0,0,0,0,3,1,1,1,1,7,1,1,7,1
5569,00005984-01,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5570,00005984-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5571,00005984-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5572,00005984-06,0,0,0,0,2,2,1,1,1,7,3,3,7,1
5573,00005984-07,0,0,0,0,2,2,1,1,1,7,3,3,7,1
5574,00005984-08,0,0,0,0,2,2,1,1,1,7,3,3,7,1
5575,00005984-09,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5576,00005984-11,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5577,00005984-14,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5578,00005984-15,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5579,00005984-16,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5580,00005984-23,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5581,00005984-24,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5582,00005988-04,3,0,0,0,2,1,1,1,1,7,3,3,7,1
5583,00005988-05,3,0,0,0,6,2,1,1,1,7,3,3,7,1
5584,00005988-06,3,0,0,0,6,2,1,1,1,7,3,3,7,1
5585,00005988-07,3,0,0,0,6,2,1,1,1,7,3,3,7,1
5586,00005990-03,0,3,0,0,6,2,1,1,1,7,5,5,7,1
5587,00005993-01,0,3,0,0,2,1,1,1,1,7,1,1,7,1
5588,00005995-02,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5589,00005998-01,1,3,0,0,0,1,1,1,1,7,3,3,7,1
5590,00006005-02,0,0,0,0,2,1,1,5,5,7,3,3,7,1
5591,00006017-01,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5592,00006022-02,0,0,0,0,3,1,1,1,1,7,0,0,7,1
5593,00006023-01,1,0,0,1,6,1,1,1,1,7,2,2,7,1
5594,00006024-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5595,00006026-02,0,0,0,0,0,1,1,5,5,7,1,1,7,1
5596,00006040-01,0,0,0,0,5,1,1,1,1,7,0,0,7,1
5597,00006058-01,0,3,0,0,5,1,1,1,1,7,3,3,7,1
5598,00006067-01,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5599,00006067-02,0,0,0,0,2,1,1,1,1,7,0,0,7,1
5600,00006068-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5601,00006068-05,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5602,00006068-06,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5603,00006069-02,0,3,0,0,6,1,1,1,5,7,1,3,7,1
5604,00006071-01,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5605,00006073-02,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5606,00006076-01,3,0,0,1,6,2,1,1,1,7,1,1,7,1
5607,00006083-02,1,0,0,0,2,1,1,1,1,7,1,1,7,1
5608,00006098-04,0,2,0,0,5,1,1,5,5,7,3,3,7,1
5609,00006098-07,0,2,0,0,5,1,1,5,5,7,3,3,7,1
5610,00006098-08,0,2,0,0,6,1,1,5,5,7,3,3,7,1
5611,00006099-01,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5612,00006099-02,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5613,00006109-04,0,0,1,0,2,1,1,1,1,4,1,1,3,1
5614,00006113-03,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5615,00006115-01,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5616,00006123-02,0,0,0,0,0,1,1,1,1,7,3,3,7,1
5617,00006134-01,0,0,0,0,6,2,1,1,1,7,3,1,7,1
5618,00006134-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5619,00006153-01,0,0,0,0,5,1,1,1,1,7,2,2,7,1
5620,00006156-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5621,00006159-01,0,0,0,0,0,1,1,1,1,7,3,3,7,1
5622,00006164-02,0,1,0,0,2,1,1,1,1,7,1,3,7,1
5623,00006168-07,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5624,00006168-08,0,0,1,0,2,1,1,1,1,7,6,3,7,1
5625,00006168-09,0,0,0,0,2,1,1,1,1,7,6,3,7,1
5626,00006169-04,2,0,0,0,6,1,1,1,1,7,1,1,7,1
5627,00006172-01,0,0,0,0,2,1,1,0,0,7,3,3,7,1
5628,00006172-02,0,0,0,0,2,1,1,0,0,7,3,3,7,1
5629,00006194-01,3,1,0,0,4,1,1,1,1,7,2,2,7,1
5630,00006201-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5631,00006201-05,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5632,00006201-06,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5633,00006201-07,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5634,00006202-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5635,00006204-02,0,0,0,0,6,1,1,1,1,7,0,0,7,1
5636,00006224-02,3,0,0,0,2,1,1,1,1,7,3,3,7,1
5637,00006226-01,0,0,0,0,0,1,1,1,1,7,1,1,7,1
5638,00006244-04,0,3,0,0,6,2,2,1,1,7,3,3,7,1
5639,00006244-05,0,3,0,0,6,2,2,1,1,7,3,3,7,1
5640,00006245-03,1,0,0,0,2,1,1,1,1,7,5,5,7,1
5641,00006248-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5642,00006249-01,1,0,0,0,4,1,1,1,1,7,4,4,7,1
5643,00006254-02,0,0,1,0,4,1,1,1,1,7,0,0,7,1
5644,00006254-03,0,0,0,0,4,1,1,1,1,7,0,0,7,1
5645,00006260-01,1,1,0,0,2,1,1,1,1,7,0,0,7,1
5646,00006274-01,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5647,00006276-05,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5648,00006276-06,0,0,0,0,5,1,1,1,1,7,3,3,7,1
5649,00006276-07,0,0,0,0,5,1,1,1,1,7,3,3,7,1
5650,00006282-02,0,0,0,0,6,2,2,1,1,7,3,3,7,1
5651,00006288-01,0,0,0,0,5,1,1,1,1,7,1,1,7,1
5652,00006294-01,0,0,0,0,4,1,1,0,0,7,3,3,7,1
5653,00006304-02,3,0,0,0,4,1,1,0,0,7,5,5,7,1
5654,00006306-02,3,0,0,0,0,1,1,5,5,7,1,1,7,1
5655,00006323-02,0,0,0,0,6,1,1,1,1,7,3,3,7,1
5656,00006324-02,0,0,0,0,6,2,2,5,5,7,3,3,7,1
5657,00006327-02,0,3,0,1,6,2,1,1,1,7,3,3,7,1
5658,00006332-02,0,0,0,0,6,1,1,1,1,7,1,1,7,1
5659,00006339-01,2,0,1,0,2,1,1,1,1,7,1,1,7,1
5660,00006339-02,2,0,1,0,2,1,1,1,1,7,1,1,7,1
5661,00006340-05,3,0,0,0,2,1,1,1,1,7,1,1,7,1
5662,00006347-01,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5663,00006363-01,0,0,0,0,4,1,1,1,1,7,4,4,7,1
5664,00006367-02,3,0,0,0,5,1,1,1,1,7,1,1,7,1
5665,00006368-02,0,3,0,0,6,1,1,1,1,7,1,3,7,1
5666,00006369-02,0,0,0,1,4,1,1,1,1,7,4,4,7,1
5667,00006378-04,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5668,00006392-02,0,3,0,0,5,1,1,1,1,7,1,1,7,1
5669,00006394-08,0,3,0,0,5,1,1,1,1,7,3,3,7,1
5670,00006395-01,0,3,0,0,6,1,1,1,1,7,0,0,7,1
5671,00006399-02,1,0,0,0,2,1,1,1,1,7,3,3,7,1
5672,00006402-01,1,0,0,0,2,1,1,1,1,7,2,2,7,1
5673,00006403-05,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5674,00006403-08,0,0,0,0,5,1,1,5,5,7,3,3,7,1
5675,00006406-02,0,0,0,0,5,1,1,1,1,7,1,1,7,1
5676,00006412-02,0,0,0,0,5,1,1,1,1,7,1,1,7,1
5677,00006414-01,0,0,0,0,6,2,2,1,1,7,3,3,7,1
5678,00006418-02,0,0,0,0,6,1,1,1,1,7,1,1,7,1
5679,00006435-02,3,1,1,0,2,1,1,1,1,7,5,5,7,1
5680,00006437-02,0,0,0,0,6,2,2,1,1,7,3,3,7,1
5681,00006442-02,0,0,0,0,2,1,1,1,1,7,3,3,7,1
5682,00006444-03,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5683,00006444-04,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5684,00006452-02,3,0,0,0,2,1,1,1,1,7,0,0,7,1
5685,00006452-03,3,0,1,0,2,1,1,1,1,7,0,0,7,1
5686,00006454-03,3,0,0,0,0,1,1,1,1,7,1,1,7,1
5687,00006479-01,0,0,0,0,2,1,1,1,1,7,5,5,7,1
5688,00006486-01,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5689,00006486-02,0,0,0,0,2,1,1,1,1,7,1,1,7,1
5690,00006490-01,1,0,1,0,0,1,1,1,1,7,3,3,7,1
5691,00006491-05,0,0,0,0,2,1,1,1,1,7,3,3,7,1
